REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,REACTOME_SIGNALING_BY_GPCR,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,REACTOME_SIGNAL_AMPLIFICATION,REACTOME_HEMOSTASIS,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_G_BETA:GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,REACTOME_SIGNALING_BY_GPCR,REACTOME_G_PROTEIN_BETA:GAMMA_SIGNALLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_G_PROTEIN_BETA:GAMMA_SIGNALLING,REACTOME_SIGNALING_BY_GPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,REACTOME_SIGNALING_BY_GPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS,REACTOME_SIGNALING_BY_GPCR,REACTOME_GPCR_LIGAND_BINDING,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS,REACTOME_SIGNALING_BY_GPCR,REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,REACTOME_GPCR_LIGAND_BINDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG,REACTOME_SIGNALING_BY_GPCR,REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,REACTOME_HEMOSTASIS,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION,REACTOME_SIGNALING_BY_GPCR,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,REACTOME_REGULATION_OF_INSULIN_SECRETION,REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FREE_FATTY_ACID_RECEPTORS,REACTOME_SIGNALING_BY_GPCR,REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,REACTOME_GPCR_LIGAND_BINDING,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,REACTOME_SIGNALING_BY_GPCR,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,REACTOME_GPCR_LIGAND_BINDING,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RELAXIN_RECEPTORS,REACTOME_SIGNALING_BY_GPCR,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,REACTOME_GPCR_LIGAND_BINDING,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_G_BETA:GAMMA_SIGNALLING_THROUGH_CDC42,REACTOME_SIGNALING_BY_GPCR,REACTOME_G_PROTEIN_BETA:GAMMA_SIGNALLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_INSULIN_SECRETION,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,REACTOME_REGULATION_OF_INSULIN_SECRETION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,REACTOME_REGULATION_OF_INSULIN_SECRETION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,REACTOME_REGULATION_OF_INSULIN_SECRETION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,REACTOME_REGULATION_OF_INSULIN_SECRETION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_GLUCONEOGENESIS,REACTOME_METABOLISM_OF_CARBOHYDRATES,REACTOME_GLUCOSE_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,REACTOME_HEMOSTASIS,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,REACTOME_INTEGRIN_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,REACTOME_PEPTIDE_HORMONE_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,REACTOME_DISEASE,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_ABC_TRANSPORTER_DISORDERS,REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,REACTOME_SIGNALING_BY_PDGF,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_PDGF,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,REACTOME_PROTEIN_FOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC,REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC,REACTOME_PROTEIN_FOLDING,REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC,REACTOME_PROTEIN_FOLDING,REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,REACTOME_HEMOSTASIS,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,REACTOME_PROTEIN_FOLDING,REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,REACTOME_PROTEIN_FOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,REACTOME_PROTEIN_FOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,REACTOME_PROTEIN_FOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ALPHA_OXIDATION_OF_PHYTANATE,REACTOME_PEROXISOMAL_LIPID_METABOLISM,REACTOME_METABOLISM_OF_LIPIDS,REACTOME_FATTY_ACID_METABOLISM,REACTOME_PROTEIN_LOCALIZATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA,REACTOME_PEROXISOMAL_LIPID_METABOLISM,REACTOME_METABOLISM_OF_LIPIDS,REACTOME_FATTY_ACID_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS,REACTOME_PEROXISOMAL_LIPID_METABOLISM,REACTOME_METABOLISM_OF_LIPIDS,REACTOME_FATTY_ACID_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PEROXISOMAL_LIPID_METABOLISM,REACTOME_METABOLISM_OF_LIPIDS,REACTOME_FATTY_ACID_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_STRIATED_MUSCLE_CONTRACTION,REACTOME_MUSCLE_CONTRACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS,REACTOME_METABOLISM_OF_NUCLEOTIDES,REACTOME_NUCLEOBASE_BIOSYNTHESIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PURINE_SALVAGE,REACTOME_METABOLISM_OF_NUCLEOTIDES,REACTOME_NUCLEOTIDE_SALVAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PURINE_CATABOLISM,REACTOME_METABOLISM_OF_NUCLEOTIDES,REACTOME_NUCLEOBASE_CATABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS,REACTOME_METABOLISM_OF_NUCLEOTIDES,REACTOME_PURINE_CATABOLISM,REACTOME_NUCLEOBASE_CATABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,REACTOME_METABOLISM_OF_NUCLEOTIDES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PYRIMIDINE_SALVAGE,REACTOME_METABOLISM_OF_NUCLEOTIDES,REACTOME_NUCLEOTIDE_SALVAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS,REACTOME_METABOLISM_OF_NUCLEOTIDES,REACTOME_NUCLEOBASE_CATABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NUCLEOBASE_CATABOLISM,REACTOME_METABOLISM_OF_NUCLEOTIDES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NUCLEOBASE_BIOSYNTHESIS,REACTOME_METABOLISM_OF_NUCLEOTIDES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NUCLEOTIDE_SALVAGE,REACTOME_METABOLISM_OF_NUCLEOTIDES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SMOOTH_MUSCLE_CONTRACTION,REACTOME_MUSCLE_CONTRACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REDUCTION_OF_CYTOSOLIC_CAPLUSPLUS_LEVELS,REACTOME_MUSCLE_CONTRACTION,REACTOME_PLATELET_HOMEOSTASIS,REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,REACTOME_HEMOSTASIS,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_CARDIAC_CONDUCTION,REACTOME_ION_HOMEOSTASIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL,REACTOME_MUSCLE_CONTRACTION,REACTOME_CARDIAC_CONDUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PHASE_3_RAPID_REPOLARISATION,REACTOME_MUSCLE_CONTRACTION,REACTOME_CARDIAC_CONDUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CARDIAC_CONDUCTION,REACTOME_MUSCLE_CONTRACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PHASE_0_RAPID_DEPOLARISATION,REACTOME_MUSCLE_CONTRACTION,REACTOME_CARDIAC_CONDUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PHASE_2_PLATEAU_PHASE,REACTOME_MUSCLE_CONTRACTION,REACTOME_CARDIAC_CONDUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PHASE_1_INACTIVATION_OF_FAST_NAPLUS_CHANNELS,REACTOME_MUSCLE_CONTRACTION,REACTOME_CARDIAC_CONDUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PHYSIOLOGICAL_FACTORS,REACTOME_MUSCLE_CONTRACTION,REACTOME_CARDIAC_CONDUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ION_HOMEOSTASIS,REACTOME_MUSCLE_CONTRACTION,REACTOME_CARDIAC_CONDUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,REACTOME_METABOLISM_OF_RNA,REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,REACTOME_GENE_EXPRESSION_TRANSCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,REACTOME_DNA_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,REACTOME_DNA_REPAIR,REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,REACTOME_DNA_REPAIR,REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,REACTOME_DNA_REPAIR,REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,REACTOME_DNA_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DUAL_INCISION_IN_GG_NER,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,REACTOME_DNA_REPAIR,REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,REACTOME_DNA_REPAIR,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,REACTOME_DNA_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DUAL_INCISION_IN_TC_NER,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,REACTOME_DNA_REPAIR,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FANCONI_ANEMIA_PATHWAY,REACTOME_DNA_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ZINC_TRANSPORTERS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_METAL_ION_SLC_TRANSPORTERS,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_METAL_ION_SLC_TRANSPORTERS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CELLULAR_HEXOSE_TRANSPORT,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_BICARBONATE_TRANSPORTERS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SODIUM_CALCIUM_EXCHANGERS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SODIUM_PROTON_EXCHANGERS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ORGANIC_ANION_TRANSPORTERS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_ZINC_TRANSPORTERS,REACTOME_METAL_ION_SLC_TRANSPORTERS,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
